ts_cmd,ts_ack,lat_ms,tile
2025-04-27T11:39:51.268394+00:00,2025-04-27T11:39:53.748819+00:00,2480.4,tile2
2025-04-27T11:39:52.272898+00:00,2025-04-27T11:39:53.753736+00:00,1480.8,tile3
2025-04-27T11:39:50.226228+00:00,2025-04-27T11:39:53.757736+00:00,3531.5,tile1
2025-04-27T11:39:53.275324+00:00,2025-04-27T11:39:53.924249+00:00,648.9,tile4
2025-04-27T11:39:54.276819+00:00,2025-04-27T11:39:54.324629+00:00,47.8,tile5
2025-04-27T11:39:55.489645+00:00,2025-04-27T11:39:56.521573+00:00,1031.9,tile6
2025-04-27T11:39:57.504930+00:00,2025-04-27T11:39:59.557911+00:00,2053.0,tile8
2025-04-27T11:39:58.506715+00:00,2025-04-27T11:40:01.028901+00:00,2522.2,tile9
2025-04-27T11:39:59.508978+00:00,2025-04-27T11:40:01.640346+00:00,2131.4,tile10
2025-04-27T11:40:00.510208+00:00,2025-04-27T11:40:01.961622+00:00,1451.4,tile11
2025-04-27T11:40:02.514547+00:00,2025-04-27T11:40:02.557173+00:00,42.6,tile13
2025-04-27T11:40:03.517309+00:00,2025-04-27T11:40:03.572482+00:00,55.2,tile14
2025-04-27T11:40:04.519552+00:00,2025-04-27T11:40:04.990864+00:00,471.3,tile15
2025-04-27T11:40:05.522789+00:00,2025-04-27T11:40:05.566582+00:00,43.8,tile16
2025-04-27T11:40:06.525483+00:00,2025-04-27T11:40:07.218542+00:00,693.1,tile17
2025-04-27T11:40:07.527457+00:00,2025-04-27T11:40:08.250508+00:00,723.1,tile18
2025-04-27T11:40:10.332702+00:00,2025-04-27T11:40:11.971752+00:00,1639.0,tile1
2025-04-27T11:40:11.334618+00:00,2025-04-27T11:40:12.605382+00:00,1270.8,tile2
2025-04-27T11:40:12.336893+00:00,2025-04-27T11:40:12.635381+00:00,298.5,tile3
2025-04-27T11:40:13.339238+00:00,2025-04-27T11:40:13.492812+00:00,153.6,tile4
2025-04-27T11:40:14.341013+00:00,2025-04-27T11:40:14.393818+00:00,52.8,tile5
2025-04-27T11:40:15.546130+00:00,2025-04-27T11:40:15.588667+00:00,42.5,tile6
2025-04-27T11:40:17.551047+00:00,2025-04-27T11:40:18.549361+00:00,998.3,tile8
2025-04-27T11:40:18.553555+00:00,2025-04-27T11:40:20.377216+00:00,1823.7,tile9
2025-04-27T11:40:19.555979+00:00,2025-04-27T11:40:20.382492+00:00,826.5,tile10
2025-04-27T11:40:20.559181+00:00,2025-04-27T11:40:20.758408+00:00,199.2,tile11
2025-04-27T11:40:22.564048+00:00,2025-04-27T11:40:23.257163+00:00,693.1,tile13
2025-04-27T11:40:23.567203+00:00,2025-04-27T11:40:24.397105+00:00,829.9,tile14
2025-04-27T11:40:24.569510+00:00,2025-04-27T11:40:25.253368+00:00,683.9,tile15
2025-04-27T11:40:25.572008+00:00,2025-04-27T11:40:25.627904+00:00,55.9,tile16
2025-04-27T11:40:26.573899+00:00,2025-04-27T11:40:27.547999+00:00,974.1,tile17
2025-04-27T11:40:27.576183+00:00,2025-04-27T11:40:28.635252+00:00,1059.1,tile18
2025-04-27T11:40:30.381280+00:00,2025-04-27T11:40:30.721146+00:00,339.9,tile1
2025-04-27T11:40:31.385431+00:00,2025-04-27T11:40:31.449692+00:00,64.3,tile2
2025-04-27T11:40:32.387871+00:00,2025-04-27T11:40:32.445519+00:00,57.6,tile3
2025-04-27T11:40:33.390159+00:00,2025-04-27T11:40:33.409995+00:00,19.8,tile4
2025-04-27T11:40:34.392071+00:00,2025-04-27T11:40:35.072796+00:00,680.7,tile5
2025-04-27T11:40:35.595587+00:00,2025-04-27T11:40:38.224778+00:00,2629.2,tile6
2025-04-27T11:40:37.601395+00:00,2025-04-27T11:40:38.969083+00:00,1367.7,tile8
2025-04-27T11:40:38.604180+00:00,2025-04-27T11:40:41.553849+00:00,2949.7,tile9
2025-04-27T11:40:39.607493+00:00,2025-04-27T11:40:41.559750+00:00,1952.3,tile10
2025-04-27T11:40:40.608939+00:00,2025-04-27T11:40:41.932798+00:00,1323.9,tile11
2025-04-27T11:40:42.613499+00:00,2025-04-27T11:40:42.703291+00:00,89.8,tile13
2025-04-27T11:40:43.617096+00:00,2025-04-27T11:40:43.734215+00:00,117.1,tile14
2025-04-27T11:40:44.632342+00:00,2025-04-27T11:40:45.702034+00:00,1069.7,tile15
2025-04-27T11:40:45.641954+00:00,2025-04-27T11:40:45.911190+00:00,269.2,tile16
2025-04-27T11:40:46.644180+00:00,2025-04-27T11:40:47.337381+00:00,693.2,tile17
2025-04-27T11:40:47.646220+00:00,2025-04-27T11:40:48.924748+00:00,1278.5,tile18
2025-04-27T11:40:50.467235+00:00,2025-04-27T11:40:51.762108+00:00,1294.9,tile1
2025-04-27T11:40:51.468717+00:00,2025-04-27T11:40:51.831452+00:00,362.7,tile2
2025-04-27T11:40:52.470456+00:00,2025-04-27T11:40:52.524581+00:00,54.1,tile3
2025-04-27T11:40:53.472714+00:00,2025-04-27T11:40:53.492458+00:00,19.7,tile4
2025-04-27T11:40:54.474910+00:00,2025-04-27T11:40:55.137742+00:00,662.8,tile5
2025-04-27T11:40:55.677414+00:00,2025-04-27T11:40:57.310839+00:00,1633.4,tile6
2025-04-27T11:40:57.681978+00:00,2025-04-27T11:41:00.112360+00:00,2430.4,tile8
2025-04-27T11:40:58.684501+00:00,2025-04-27T11:41:00.116986+00:00,1432.5,tile9
2025-04-27T11:40:59.687492+00:00,2025-04-27T11:41:02.016250+00:00,2328.8,tile10
2025-04-27T11:41:00.689676+00:00,2025-04-27T11:41:02.022093+00:00,1332.4,tile11
2025-04-27T11:41:02.693320+00:00,2025-04-27T11:41:02.743350+00:00,50.0,tile13
2025-04-27T11:41:03.695364+00:00,2025-04-27T11:41:03.740020+00:00,44.7,tile14
2025-04-27T11:41:04.697271+00:00,2025-04-27T11:41:04.864797+00:00,167.5,tile15
2025-04-27T11:41:05.699703+00:00,2025-04-27T11:41:05.747582+00:00,47.9,tile16
2025-04-27T11:41:06.702535+00:00,2025-04-27T11:41:07.272249+00:00,569.7,tile17
2025-04-27T11:41:07.704628+00:00,2025-04-27T11:41:09.220168+00:00,1515.5,tile18
2025-04-27T11:41:10.510830+00:00,2025-04-27T11:41:10.672523+00:00,161.7,tile1
2025-04-27T11:41:11.512991+00:00,2025-04-27T11:41:11.529811+00:00,16.8,tile2
2025-04-27T11:41:12.515444+00:00,2025-04-27T11:41:12.533626+00:00,18.2,tile3
2025-04-27T11:41:13.517414+00:00,2025-04-27T11:41:14.550096+00:00,1032.7,tile4
2025-04-27T11:41:14.520707+00:00,2025-04-27T11:41:14.908107+00:00,387.4,tile5
2025-04-27T11:41:15.722658+00:00,2025-04-27T11:41:15.766096+00:00,43.4,tile6
2025-04-27T11:41:17.729764+00:00,2025-04-27T11:41:18.599781+00:00,870.0,tile8
2025-04-27T11:41:18.733211+00:00,2025-04-27T11:41:19.903814+00:00,1170.6,tile9
2025-04-27T11:41:19.735532+00:00,2025-04-27T11:41:20.624360+00:00,888.8,tile10
2025-04-27T11:41:20.738155+00:00,2025-04-27T11:41:20.785751+00:00,47.6,tile11
2025-04-27T11:41:22.743500+00:00,2025-04-27T11:41:22.799288+00:00,55.8,tile13
2025-04-27T11:41:23.745658+00:00,2025-04-27T11:41:23.765750+00:00,20.1,tile14
2025-04-27T11:41:24.748112+00:00,2025-04-27T11:41:25.537394+00:00,789.3,tile15
2025-04-27T11:41:25.750414+00:00,2025-04-27T11:41:29.357632+00:00,3607.2,tile16
2025-04-27T11:41:26.752369+00:00,2025-04-27T11:41:29.362537+00:00,2610.2,tile17
2025-04-27T11:41:27.761744+00:00,2025-04-27T11:41:30.857552+00:00,3095.8,tile18
2025-04-27T11:41:30.579078+00:00,2025-04-27T11:41:33.789796+00:00,3210.7,tile1
2025-04-27T11:41:31.581539+00:00,2025-04-27T11:41:33.798097+00:00,2216.6,tile2
2025-04-27T11:41:33.594656+00:00,2025-04-27T11:41:33.904694+00:00,310.0,tile4
2025-04-27T11:41:32.584478+00:00,2025-04-27T11:41:33.918936+00:00,1334.5,tile3
2025-04-27T11:41:34.597606+00:00,2025-04-27T11:41:35.043407+00:00,445.8,tile5
2025-04-27T11:41:35.800081+00:00,2025-04-27T11:41:35.857122+00:00,57.0,tile6
2025-04-27T11:41:37.804664+00:00,2025-04-27T11:41:39.930698+00:00,2126.0,tile8
2025-04-27T11:41:38.806332+00:00,2025-04-27T11:41:39.936281+00:00,1129.9,tile9
2025-04-27T11:41:39.808858+00:00,2025-04-27T11:41:40.729548+00:00,920.7,tile10
2025-04-27T11:41:40.810430+00:00,2025-04-27T11:41:41.097501+00:00,287.1,tile11
2025-04-27T11:41:42.814241+00:00,2025-04-27T11:41:42.865278+00:00,51.0,tile13
2025-04-27T11:41:43.816029+00:00,2025-04-27T11:41:43.834496+00:00,18.5,tile14
2025-04-27T11:41:44.818236+00:00,2025-04-27T11:41:45.034657+00:00,216.4,tile15
2025-04-27T11:41:45.820749+00:00,2025-04-27T11:41:45.836243+00:00,15.5,tile16
2025-04-27T11:41:46.823327+00:00,2025-04-27T11:41:51.003903+00:00,4180.6,tile17
2025-04-27T11:41:47.825063+00:00,2025-04-27T11:41:51.008633+00:00,3183.6,tile18
2025-04-27T11:41:50.631732+00:00,2025-04-27T11:41:52.940588+00:00,2308.9,tile1
2025-04-27T11:41:51.634075+00:00,2025-04-27T11:41:53.672724+00:00,2038.6,tile2
2025-04-27T11:41:52.636269+00:00,2025-04-27T11:41:53.988029+00:00,1351.8,tile3
2025-04-27T11:41:53.638282+00:00,2025-04-27T11:41:54.215685+00:00,577.4,tile4
2025-04-27T11:41:54.640750+00:00,2025-04-27T11:41:55.276764+00:00,636.0,tile5
2025-04-27T11:41:55.843032+00:00,2025-04-27T11:41:55.889803+00:00,46.8,tile6
2025-04-27T11:41:57.846771+00:00,2025-04-27T11:42:00.643468+00:00,2796.7,tile8
2025-04-27T11:41:59.850131+00:00,2025-04-27T11:42:02.534875+00:00,2684.7,tile10
2025-04-27T11:41:58.848151+00:00,2025-04-27T11:42:02.539831+00:00,3691.7,tile9
2025-04-27T11:42:00.852295+00:00,2025-04-27T11:42:02.987490+00:00,2135.2,tile11
2025-04-27T11:42:02.856604+00:00,2025-04-27T11:42:03.018185+00:00,161.6,tile13
2025-04-27T11:42:03.858429+00:00,2025-04-27T11:42:03.929620+00:00,71.2,tile14
2025-04-27T11:42:04.861034+00:00,2025-04-27T11:42:05.253881+00:00,392.8,tile15
2025-04-27T11:42:05.863203+00:00,2025-04-27T11:42:05.921045+00:00,57.8,tile16
2025-04-27T11:42:06.865921+00:00,2025-04-27T11:42:07.747564+00:00,881.6,tile17
2025-04-27T11:42:07.868497+00:00,2025-04-27T11:42:09.427893+00:00,1559.4,tile18
2025-04-27T11:42:10.672826+00:00,2025-04-27T11:42:11.446997+00:00,774.2,tile1
2025-04-27T11:42:11.674720+00:00,2025-04-27T11:42:11.745119+00:00,70.4,tile2
2025-04-27T11:42:12.677015+00:00,2025-04-27T11:42:12.798889+00:00,121.9,tile3
2025-04-27T11:42:13.684763+00:00,2025-04-27T11:42:13.876049+00:00,191.3,tile4
